S No.,Title,Decisions,Words
10269,Compliance worries hit shares of Sun Pharma and  Dr Reddy's Laboratories,"{""Sun Pharma"": ""negative"", ""Dr Reddy's Laboratories"": ""negative""}",12
6321,K C Samal is the new director (finance) at NALCO,"{""NALCO"": ""neutral""}",10
5976,Axis Securities elevates Arun Thukral as MD and CEO,"{""Axis Securities"": ""neutral""}",9
3573,Barley futures fall on subdued demand,"{""Barley futures"": ""negative""}",6
5300,Rupee little changed against dollar in early trade,"{""Rupee"": ""neutral"", ""dollar"": ""neutral""}",8
1991,"Gillette India promoters' OFS fully subscribed, stock up 5%","{""Gillette India"": ""positive""}",9
1206,Wonderla Holidays files Draft Red Herring Prospectus with SEBI for IPO,"{""Wonderla Holidays"": ""neutral"", ""SEBI"": ""neutral""}",11
4972,Euro drops back towards 2-week lows vs sterling on Ukraine news,"{""Euro"": ""negative"", ""sterling"": ""neutral""}",11
10461,"IPOs of Shree Pushkar Chemicals, ACB (India) get Sebi's nod","{""Shree Pushkar Chemicals"": ""positive"", ""ACB (India)"": ""positive""}",10
6784,"Fertiliser sector will be re-rated in a few months: Sudip Bandyopadhyay, Convexity Solutions","{""Fertiliser sector"": ""neutral"", ""Convexity Solutions"": ""neutral""}",13
3601,Monsoon Impact: Agri futures hit lower circuit,"{""Agri futures"": ""negative""}",7
6491,D-Street could move 2% on either side on Thursdays Fed outcome,"{""D-Street"": ""neutral""}",11
8610,Chinese markets bounce back over 6% on attempts to stem rout; state intervention to weigh,"{""Chinese markets"": ""positive""}",15
10731,"Gold, silver extend losses in global markets","{""Gold"": ""negative"", ""silver"": ""negative""}",7
8071,DSCL Q1 net jumps over three fold to Rs 114 crore,"{""DSCL"": ""positive""}",11
8578,"Keep UPL in your portfolio for long term returns: Deven Choksey, KR Choksey Securities","{""UPL"": ""positive"", ""KR Choksey Securities"": ""neutral""}",14
7974,Spot demand lifts lead prices by 0.69% at futures trade,"{""lead"": ""positive""}",10
1626,MRF clocks record profit in Q1,"{""MRF"": ""positive""}",6
537,BPCL hires four banks for US dollar bond offering,"{""BPCL"": ""neutral""}",9
8767,Barley futures decline on selling pressure,"{""Barley"": ""negative""}",6
7971,Sony shares hit 3-month high after Q1 profit beats estimates,"{""Sony"": ""positive""}",10
4213,Go short in metal stocks that are in green: Ashwani Gujral,"{""metal stocks"": ""negative""}",11
6457,Bank of China first Chinese bank to join gold price benchmark,"{""Bank of China"": ""neutral"", ""gold"": ""neutral"", ""Chinese bank"": ""neutral""}",11
3508,Copper futures fall 1.13% on global cues,"{""Copper futures"": ""negative""}",7
8394,"Radio Mirchi posts 16% jump in quarterly net profit, revenue grows 11.6%","{""Radio Mirchi"": ""positive""}",12
9525,Oracle Financial Services Software gains; Q1 net profit falls 16%,"{""Oracle Financial Services Software"": ""negative""}",10
7113,Infosys to beat NASSCOM estimate: Sudip Bandyopadhyay,"{""Infosys"": ""positive"", ""NASSCOM"": ""neutral""}",7
2709,Steps taken by management paying off for Tata Sponge: Dipan Mehta,"{""Tata Sponge"": ""positive""}",11
5032,"Euro on defensive after ECB bond buying report, yen soft","{""yen"": ""negative"", ""Euro"": ""neutral""}",10
6515,"Gunit Chadha, Deutsche Bank India CEO to move as co-head Asia","{""Deutsche Bank India"": ""neutral""}",11
4663,"Won't get a 2008-like opportunity where everything was so cheap: Nilesh Shah, Axis Capital","{""Axis Capital"": ""neutral""}",14
4022,Kalindee Rail slumps 10% after board okays merger with Texmaco,"{""Kalindee Rail"": ""negative"", ""Texmaco"": ""neutral""}",10
1855,Jefferies expects upside potential for Ashok Leyland,"{""Ashok Leyland"": ""positive""}",7
10139,USFDA becoming dreaded word in Dalal Street; pharma companies need to keep Street in the loop,"{""pharma companies"": ""negative"", ""USFDA"": ""neutral""}",16
2873,Oriental Bank of Commerce Q4 Net rises marginally to Rs 310 crore,"{""Oriental Bank of Commerce"": ""positive""}",12
3031,Oriental Bank of Commerce Q1 net profit rises 3% to Rs 365 crore,"{""Oriental Bank of Commerce"": ""positive""}",13
9398,Carborundum Universal Q1 net down 25% at Rs 28.78 crore,"{""Carborundum Universal"": ""negative""}",10
1646,"Markets hit all-time high levels, profit-booking likely now","{""Markets"": ""positive""}",8
3418,Industrial oil prices drop on weak demand,"{""Industrial oil"": ""negative""}",7
3477,Europe shares dip on report of stress-test failures,"{""Europe shares"": ""negative""}",8
10276,"Important to go beyond Nifty and Sensex: Arindam Ghosh, Blackridge Capital Advisors","{""Nifty"": ""neutral"", ""Sensex"": ""neutral"", ""Blackridge Capital Advisors"": ""neutral""}",12
1793,Germany's DAX outperforms European shares after strong data,"{""DAX"": ""positive"", ""European shares"": ""negative""}",8
3798,Oracle Financial Services plunges on dispute with Irish customer,"{""Oracle Financial Services"": ""negative""}",9
3369,MOIL prospects dim on falling ore prices,"{""MOIL"": ""negative"", ""ore"": ""negative""}",7
7197,62 smallcap stocks doubled investor wealth in 2015,"{""smallcap stocks"": ""positive""}",8
10374,"Select farm equipment, agri stocks available at attractive valuations: Deven Choksey","{""farm equipment"": ""positive"", ""agri stocks"": ""positive""}",11
5110,"Prefer private banking, midcap IT, pharma stocks:  Nitin Raheja","{""private banking"": ""positive"", ""midcap IT"": ""positive"", ""pharma stocks"": ""positive""}",10
6025,Euro remains range-bound against dollar ahead of ECB meeting,"{""Euro"": ""neutral"", ""dollar"": ""neutral""}",9
8796,Bharti Airtel Africa Q1 net loss widens,"{""Bharti Airtel Africa"": ""negative""}",7
10724,"Asian shares edge higher, oil nurses losses","{""Asian shares"": ""positive"", ""oil"": ""negative""}",7
127,"Sebi, exchanges to tighten grip on speculative stocks","{""Sebi"": ""neutral""}",8
5960,Airtel to raise 250 million more from bond sale,"{""Airtel"": ""neutral""}",9
3877,Transglobal sells Kingfisher Airlines shares worth Rs 7.43 cr,"{""Kingfisher Airlines"": ""negative""}",9
4452,"Nissan to brief on abnormal deployment of Takata air bag, shares sink","{""Nissan"": ""negative""}",12
7148,Ranbaxy hits 52-week high on UBS upgrade,"{""Ranbaxy"": ""positive""}",7
3532,Castor seed prices drop in futures trade,"{""Castor seed"": ""negative""}",7
828,Did IGate's Board wrong its shareholders? Law firms are examining,"{""IGate"": ""neutral""}",10
7791,Egypt unrest may fuel rally in oil & gas stocks,"{""oil"": ""positive"", ""gas"": ""positive""}",10
985,"Seeing sector rotation, investors realigning portfolios: Sanjay Dutt, Quantum Securities","{""Quantum Securities"": ""neutral""}",10
7784,Dishman Pharma shares soar over 13% on robust Q1 results,"{""Dishman Pharma"": ""positive""}",10
2444,Steady track record to drive profit numbers for Shriram Transport,"{""Shriram Transport"": ""positive""}",10
8555,"Cadila Healthcare remains preferred pick in pharma space:  Hemang Jani, Sr VP, Sharekhan","{""Cadila Healthcare"": ""positive"", ""Sharekhan"": ""neutral""}",14
346,IiAS names Hetal Dalal as COO,"{""IiAS"": ""neutral""}",6
815,Cheap valuations of public sector banks: Buy or no buy?,"{""public sector banks"": ""neutral""}",10
6167,Sebi exempts Prozone promoter trust from making open offer,"{""Sebi"": ""neutral"", ""Prozone"": ""neutral""}",9
5780,Hexaware support seen at Rs 110-115: Mitesh Thacker,"{""Hexaware"": ""neutral""}",8
2117,Silver futures up Rs 193 aided by global cues,"{""Silver futures"": ""positive""}",9
794,Amara Raja posts 13% growth; market leader Exide slips 11%,"{""Amara Raja"": ""neutral"", ""Exide"": ""neutral""}",10
6899,Results primer: Investors want some guidance on how Infosys plans to use $5.4 billion cash reserve,"{""Infosys"": ""neutral""}",16
2675,RComm hits highest level since Jan 2011; rallies 20% since June,"{""RComm"": ""positive""}",11
95,Sebi partially lifts curbs on Shantivijay Jewels,"{""Sebi"": ""neutral"", ""Shantivijay Jewels"": ""neutral""}",7
4226,Hikal Q4 net down 66.8 per cent at Rs 3.07 crore,"{""Hikal"": ""negative""}",11
3757,Infotech Enterprises Q4 profit slides 23% in March quarter,"{""Infotech Enterprises"": ""negative""}",9
2892,Replacement demand for tyres to benefit the stocks going forward: Prateek Agarwal,"{""tyres"": ""positive""}",12
2372,"Optimistic on South-based sugar companies: G Chokkalingam, Centrum Wealth Management","{""South-based sugar companies"": ""positive"", ""Centrum Wealth Management"": ""neutral""}",10
10100,Share sales to meet holding norm set by Sebi; secondary market may face severe fund crunch,"{""Sebi"": ""neutral""}",16
3229,"Supply crunch, import curbs up Arecanut prices","{""Arecanut"": ""positive""}",7
7864,Jyothy Laboratories Q3 net up 19.95% at Rs 26.45 crore,"{""Jyothy Laboratories"": ""positive""}",10
6360,Nifty unlikely to get past the 7550-7560 mark: Ashwani Gujral,"{""Nifty"": ""neutral""}",10
9897,SELL Exide Industries Ltd with a target of Rs 113: Mitesh Thacker,"{""Exide Industries"": ""negative""}",12
7327,Petronet LNG to benefit post budget: Prabhudas Lilladher,"{""Petronet LNG"": ""positive"", ""Prabhudas Lilladher"": ""neutral""}",8
6029,"Expect Nifty to trade in 8,100-8,300 range: Sandeep Wagle","{""Nifty"": ""neutral""}",9
1866,Allahabad Bank Q2 net climbs 21%,"{""Allahabad Bank"": ""positive""}",6
4613,Stay away from JSW Steel till clarity on CBI mine inquiry: Deven Choksey,"{""JSW Steel"": ""negative""}",13
2646,Novartis India Q2 net rises over 600% to Rs 104 crore,"{""Novartis India"": ""positive""}",11
2244,ENIL's charts look healthy from short-medium term perspective: Deepak Mohoni,"{""ENIL"": ""positive""}",10
5374,VLCC files IPO papers with Sebi,"{""VLCC"": ""neutral"", ""Sebi"": ""neutral""}",6
2337,Mascot Powersys to expand nine-fold to 74 outlets; plans IPO,"{""Mascot Powersys"": ""neutral""}",10
951,"Prestige Estates Rs 1,200cr IPO subscribed 1.75 times till 2pm","{""Prestige Estates"": ""neutral""}",10
1121,Leo Puri likely to become CMD of UTI Asset Management Company,"{""UTI Asset Management Company"": ""neutral""}",11
2205,Cement stocks are likely to go up higher: Vijay Bhambwani,"{""Cement stocks"": ""positive""}",10
420,Dollar steady in Asia ahead of Fed minutes,"{""Dollar"": ""neutral""}",8
923,NIF may turn co-plaintiff in Modern India suit against NSEL,"{""NSEL"": ""negative"", ""NIF"": ""neutral"", ""Modern India"": ""neutral""}",10
9447,GMR Infrastructure Q1 net loss shrinks to Rs 429 crore,"{""GMR Infrastructure"": ""negative""}",10
8670,"Month on month sales numbers of auto sector have improved: Gaurang Shah, Geojit BNP Paribas Financial Services","{""auto sector"": ""positive"", ""Geojit BNP Paribas Financial Services"": ""neutral""}",17
5409,Oilseeds rule stable in listless trade,"{""Oilseeds"": ""neutral""}",6
5789,India Infoline Finance appoints Rajashree Nambiar as CEO,"{""India Infoline Finance"": ""neutral""}",8
5743,Economist Johan Zyl appointed to Shriram Capital board,"{""Shriram Capital"": ""neutral""}",8
7668,Symphony Q3 net up 35% at Rs 36.51 crore,"{""Symphony"": ""positive""}",9
5568,Leased line users get NSE fee waiver,"{""NSE"": ""neutral""}",7
8136,Kansai Nerolac rallies over 8% as Q1 net profit jumps 19.77%,"{""Kansai Nerolac"": ""positive""}",11
1203,Why US dollar has re-emerged as preferred currency for global investors,"{""US dollar"": ""neutral""}",11
5766,Former Airtel executive director Krish Shankar joins Philips,"{""Airtel"": ""neutral"", ""Philips"": ""neutral""}",8
8390,"Private sector banks poised to outdo PSU peers: Mayuresh Joshi, Angel Broking","{""Private sector banks"": ""positive"", ""PSU"": ""negative"", ""Angel Broking"": ""neutral""}",12
1971,Emami gains 1.4% as it enters male deodorant space,"{""Emami"": ""positive""}",9
4019,Jubilant Foodworks Q1 net down 18% at Rs 27.72 crore,"{""Jubilant Foodworks"": ""negative""}",10
3688,"Copper futures fall 0.08% on Asian cues, weak demand","{""Copper futures"": ""negative""}",9
1998,Gulshan Polyols surges 20% after Reliance fund buys 6.7%,"{""Gulshan Polyols"": ""positive"", ""Reliance"": ""neutral""}",9
4034,"Modi loses, Sensex cracks? Yes, by about 3,000 points: Experts","{""Sensex"": ""negative""}",10
1249,Indian Energy Exchange in talks with FTIL for buying out technology solutions,"{""Indian Energy Exchange"": ""neutral"", ""FTIL"": ""neutral""}",12
2193,Boost in US's macro-economic situation may trigger Wipro's revenue growth,"{""Wipro"": ""positive""}",10
2713,"Surge in government spending to pump up infrastructure, related companies: Analysts","{""infrastructure"": ""positive""}",11
9185,BSE writes to Sebi on NSE 'unfair' trade practices,"{""NSE"": ""negative"", ""Sebi"": ""neutral"", ""BSE"": ""neutral""}",9
2191,BofA-ML's three positives for Indian markets; recommends 'buy' on dips,"{""BofA-ML"": ""neutral""}",10
4671,EIL down over 11% as Q2 net profit slips by 47% to Rs 58.78 crore,"{""EIL"": ""negative""}",15
5143,"TCS, Wipro, Infosys top picks among IT stocks: Mehraboon Irani","{""TCS"": ""positive"", ""Wipro"": ""positive"", ""Infosys"": ""positive""}",10
5985,BNP Paribas launches first equity index linked green bond,"{""BNP Paribas"": ""neutral""}",9
6566,Now open: Narayana Hrudayalaya IPO likely to cross the line today,"{""Narayana Hrudayalaya"": ""neutral""}",11
7805,Force Motors' promoters increase stake as row with Bajajs ends,"{""Force Motors"": ""positive"", ""Bajajs"": ""neutral""}",10
6944,Investors cheer Portuguese bank rescue,"{""Portuguese"": ""positive""}",5
9511,Natural rubber: Dull demand unlikely to help upturn in prices,"{""Natural rubber"": ""negative""}",10
2137,Telcos likely to post higher margins in Q4: Barclays,"{""Telcos"": ""positive"", ""Barclays"": ""neutral""}",9
1066,Eros International appoints Ricky Ghai as the CEO of Eros Digital,"{""Eros International"": ""neutral"", ""Eros Digital"": ""neutral""}",11
601,"IOC investor roadshows in Singapore, Hong Kong this week","{""IOC"": ""neutral""}",9
4228,HT Media Q4 consolidated net down 13.07% at Rs 34.84 crore,"{""HT Media"": ""negative""}",11
7578,MMTC surges after company sees turnaround in Q2 earnings,"{""MMTC"": ""positive""}",9
78,UK data gives battered sterling some respite,"{""sterling"": ""neutral""}",7
7547,Jeera futures surge 1.38 per cent on strong demand,"{""Jeera"": ""positive""}",9
2899,"SBI scales above Rs 2,000 levels on $1 bn fund raising plans","{""SBI"": ""positive""}",12
4821,"General Atlantic in talks to buy stakes in Just Dial, Info Edge: Sources","{""Just Dial"": ""positive"", ""Info Edge"": ""positive"", ""General Atlantic"": ""neutral""}",13
9507,"Monsoon fears, tight NPA norms weigh on Shriram Transport Finance","{""Shriram Transport Finance"": ""negative""}",10
10009,"Swiss franc drops to 2-week low on talk of SNB hand, informal band","{""Swiss franc"": ""negative"", ""SNB"": ""neutral""}",13
6414,Taj Group names P V Ramana Murthy as Global Head-HR,"{""Taj Group"": ""neutral""}",10
9445,Global weakness turned markets towards a flat day: Ashwani Gujral,"{""markets"": ""negative""}",10
9065,More exits from Ranbaxy Laboratorie top management team,"{""Ranbaxy Laboratorie"": ""negative""}",8
8008,"Wheat futures up 0.80 per cent on export, spot demand","{""Wheat"": ""positive""}",10
5469,Broking firms revive expansion plans,"{""Broking firms"": ""neutral""}",5
5952,Why investors should not eagerly await HUL results,"{""HUL"": ""neutral""}",8
3392,Lead futures extend losses on sluggish demand,"{""Lead futures"": ""negative""}",7
5416,Networkplays CEO Ampreet Singh quits,"{""Networkplays"": ""neutral""}",5
2561,"Expect pharma splendid performance to continue: Dhiraj Sachdev, HSBC AM India","{""pharma"": ""positive"", ""HSBC AM India"": ""neutral""}",11
10636,"Brokers' Call: ONGC, DRL, Cipla and Coal India","{""ONGC"": ""positive"", ""DRL"": ""positive"", ""Cipla"": ""positive"", ""Coal India"": ""positive""}",8
8163,NFL share sale subscribed 1.55 times; govt gets Rs 101 cr,"{""NFL"": ""positive""}",11
2636,"Mundra Port looking very attractive: Deven Choksey, MD, KR Choksey Securities","{""Mundra Port"": ""positive"", ""KR Choksey Securities"": ""neutral""}",11
5257,"Gold, silver up on scattered buying, global cues","{""Gold"": ""positive"", ""silver"": ""positive""}",8
3531,Caustic soda prices decline on reduced offtake,"{""Caustic soda"": ""negative""}",7
8568,"Forget Iraq woes, Sensex can still rally another 2,000 points ahead of Budget 2014","{""Sensex"": ""positive""}",14
